1.08817, 1.09272, 0.0611618, 0.0549631
0.980199, 0.980549, 0.135539, 0.136998
0.976388, 0.976687, 0.131954, 0.132896
1.01674, 1.01792, 0.154083, 0.154225
1.00258, 1.00388, 0.114947, 0.110747
0.959983, 0.961514, 0.153365, 0.153404
0.939981, 0.940928, 0.186251, 0.185398
0.934541, 0.935341, 0.176724, 0.171452
0.931652, 0.932308, 0.195677, 0.19032
0.929709, 0.930391, 0.183383, 0.175554
0.927634, 0.928152, 0.193218, 0.183757
0.925967, 0.926654, 0.186661, 0.179655
0.924245, 0.924656, 0.19332, 0.188679
0.923124, 0.923988, 0.187481, 0.174733
0.922405, 0.922662, 0.182051, 0.191961
0.924041, 0.925465, 0.181231, 0.169811
0.927379, 0.927363, 0.163508, 0.171452
0.937882, 0.940476, 0.176826, 0.169811
0.935999, 0.936023, 0.156336, 0.155045
0.940375, 0.943305, 0.176929, 0.168171
0.929868, 0.930421, 0.155414, 0.155865
0.927669, 0.930314, 0.184817, 0.169811
0.92285, 0.923722, 0.161459, 0.16653
0.92111, 0.923864, 0.196189, 0.179655
0.918896, 0.919964, 0.170167, 0.179655
0.918449, 0.921339, 0.196291, 0.181296
0.91759, 0.918826, 0.178773, 0.188679
0.918497, 0.921447, 0.194755, 0.179655
0.917492, 0.918899, 0.182768, 0.195242
0.918409, 0.921353, 0.193013, 0.182116
0.915096, 0.916669, 0.187071, 0.200984
0.914246, 0.917314, 0.198853, 0.187859
0.91214, 0.913784, 0.194037, 0.206727
0.911585, 0.914957, 0.202336, 0.192781
0.911058, 0.912655, 0.196599, 0.206727
0.911291, 0.915157, 0.202541, 0.185398
0.911672, 0.913135, 0.19916, 0.205906
0.912716, 0.917225, 0.206331, 0.183757
0.912155, 0.913528, 0.197111, 0.194422
0.913409, 0.918487, 0.210224, 0.191961
0.909509, 0.91103, 0.200082, 0.200164
0.909929, 0.915214, 0.211966, 0.195242
0.904772, 0.906662, 0.210737, 0.208368
0.905058, 0.910215, 0.212581, 0.192781
0.902338, 0.904581, 0.214117, 0.220673
0.906429, 0.911072, 0.200594, 0.192781
0.904441, 0.907079, 0.211351, 0.212469
0.914079, 0.917707, 0.207253, 0.202625
0.898389, 0.90184, 0.211659, 0.207547
0.900348, 0.90339, 0.219855, 0.212469
0.894642, 0.89885, 0.214732, 0.21329
0.89641, 0.899355, 0.223235, 0.21329
0.892898, 0.897667, 0.215961, 0.211649
0.893712, 0.896631, 0.226104, 0.222313
0.892076, 0.897317, 0.211454, 0.210829
0.891965, 0.894921, 0.220879, 0.228876
0.891201, 0.896727, 0.207458, 0.200984
0.891382, 0.894483, 0.216986, 0.216571
0.895031, 0.900286, 0.195267, 0.192781
0.903008, 0.906169, 0.197931, 0.184578
